,Player,#,Nation,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR
1,Rajiv van La Parra,17,nl NED,LW,89.0,1,0,0.5,0.5,0.0,4,3,1,1,7,3,0,0,0
2,Tom Ince,22,eng ENG,LW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Collin Quaner,23,de GER,RW,90.0,0,1,0.0,0.0,0.2,0,0,1,2,1,0,0,0,0
4,Alex Pritchard,21,eng ENG,AM,77.0,0,1,0.3,0.3,0.5,3,1,1,1,3,1,0,0,0
5,Laurent Depoitre,20,be BEL,AM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
6,Danny Williams,19,us USA,DM,90.0,0,0,0.1,0.1,0.0,4,1,2,2,0,0,1,0,0
7,Jonathan Hogg,6,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,3,1,0,0
8,Terence Kongolo,5,nl NED,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,3,0,0
9,Christopher Schindler,26,de GER,CB,90.0,0,0,0.0,0.0,0.1,0,0,0,1,0,2,0,0,0
10,Mathias Jørgensen,25,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
11,Florent Hadergjonaj,33,xk KVX,RB,53.0,0,0,0.0,0.0,0.2,1,1,1,0,1,0,0,1,0
12,Tommy Smith,2,eng ENG,RB,37.0,0,0,0.0,0.0,0.1,1,0,0,0,1,0,0,0,0
13,Jonas Lössl,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Roberto Firmino,9,br BRA,FW,82.0,1,0,1.1,1.1,0.5,2,2,2,0,1,2,0,0,0
1,Adam Lallana,20,eng ENG,CM,8.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
2,Sadio Mané,19,sn SEN,LW,87.0,1,0,1.3,1.3,0.2,6,3,0,0,1,0,0,0,0
3,Alberto Moreno,18,es ESP,LW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,1,0,0
4,Mohamed Salah,11,eg EGY,RW,87.0,1,1,0.6,0.6,0.4,5,3,0,1,2,0,0,0,0
5,Dominic Solanke,29,eng ENG,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,James Milner,7,eng ENG,CM,90.0,0,0,0.0,0.0,0.1,1,0,2,1,5,5,2,0,0
7,Emre Can,23,de GER,CM,90.0,1,1,0.4,0.4,0.9,2,1,1,1,1,2,1,0,0
8,Alex Oxlade-Chamberlain,21,eng ENG,CM,90.0,0,1,0.1,0.1,0.8,3,2,0,0,0,1,1,0,0
9,Andrew Robertson,26,sco SCO,LB,90.0,0,1,0.0,0.0,0.6,0,0,1,1,6,0,0,0,0
10,Virgil van Dijk,4,nl NED,CB,90.0,0,0,0.1,0.1,0.0,1,1,0,3,0,1,1,0,0
11,Joël Matip,32,cm CMR,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,0,0
12,Trent Alexander-Arnold,66,eng ENG,RB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,8,1,2,0,0
13,Loris Karius,1,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Marko Arnautović,7,at AUT,FW,83.0,0,0,0.1,0.1,0.0,3,2,1,1,0,1,1,0,0
1,Javier Hernández,17,mx MEX,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,João Mário,18,pt POR,AM,83.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0
3,Declan Rice,41,eng ENG,CM,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Manuel Lanzini,10,ar ARG,AM,58.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0
5,Michail Antonio,30,eng ENG,AM,32.0,1,0,0.1,0.1,0.0,1,1,1,0,0,0,0,0,0
6,Mark Noble,16,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Cheikhou Kouyaté,8,sn SEN,CM,90.0,0,1,0.0,0.0,0.1,0,0,2,2,0,1,2,1,0
8,Patrice Evra,27,fr FRA,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,1,0,0
9,Pablo Zabaleta,5,ar ARG,WB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,1,1,1,0,0
10,Aaron Cresswell,3,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,2,0,2,0,0
11,Angelo Ogbonna,21,it ITA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
12,James Collins,19,wal WAL,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,1,0
13,Adrián,13,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Ashley Barnes,10,at AUT,FW,90.0,1,0,0.7,0.7,0.2,3,1,2,2,1,0,0,1,0
1,Jeff Hendrick,13,ie IRL,AM,90.0,0,1,0.3,0.3,0.0,1,0,2,0,0,0,1,0,0
2,Aaron Lennon,25,eng ENG,CM,90.0,0,0,0.2,0.2,0.1,2,1,2,0,4,0,0,0,0
3,Ashley Westwood,18,eng ENG,CM,90.0,0,0,0.0,0.0,0.1,1,0,1,1,3,0,0,0,0
4,Jack Cork,4,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,3,1,1,0,0,0
5,Jóhann Berg Guðmundsson,17,is ISL,CM,90.0,0,0,0.2,0.2,0.0,2,1,1,2,11,0,3,0,0
6,Stephen Ward,23,ie IRL,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,4,4,0,3,0,0
7,Ben Mee,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
8,Kevin Long,28,ie IRL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,0,0,0
9,Matthew Lowton,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,2,0,0
10,Nick Pope,29,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Guido Carrillo,9,ar ARG,FW,90.0,0,1,0.0,0.0,0.7,1,1,2,0,0,0,0,0,0
1,Nathan Redmond,22,eng ENG,LW,90.0,0,0,0.2,0.2,0.3,4,1,0,0,5,1,0,0,0
2,James Ward-Prowse,16,eng ENG,RW,68.0,0,0,0.0,0.0,0.0,0,0,3,0,4,1,0,0,0
3,Josh Sims,39,eng ENG,RW,22.0,0,0,0.3,0.3,0.0,3,1,0,0,1,0,0,0,0
4,Dušan Tadić,11,rs SRB,AM,81.0,0,0,0.1,0.1,0.1,1,0,2,0,2,0,0,0,0
5,Manolo Gabbiadini,20,it ITA,AM,9.0,1,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0
6,Mario Lemina,18,ga GAB,DM,90.0,0,0,0.1,0.1,0.1,1,0,1,0,0,3,2,0,0
7,Oriol Romeu,14,es ESP,DM,75.0,0,0,0.0,0.0,0.0,1,0,0,2,0,3,1,0,0
8,Sofiane Boufal,19,ma MAR,DM,15.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,0,0
9,Ryan Bertrand,21,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,1,1,1,0,0
10,Wesley Hoedt,6,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,4,2,0,0
11,Jack Stephens,5,eng ENG,CB,90.0,0,0,0.3,0.3,0.0,1,1,0,0,0,0,2,0,0
12,Cédric Soares,2,pt POR,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,2,0,1,0,0
13,Alex McCarthy,13,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
0,Troy Deeney,9,eng ENG,FW,90.0,1,0,0.2,0.2,0.0,2,2,0,1,1,1,0,0,0
1,Roberto Pereyra,37,ar ARG,AM,56.0,0,0,0.0,0.0,0.2,0,0,0,0,1,0,0,0,0
2,Stefano Okaka,33,it ITA,FW,34.0,0,1,0.1,0.1,0.1,1,1,4,1,1,1,0,0,0
3,Richarlison,11,br BRA,CM,56.0,0,0,0.0,0.0,0.0,0,0,0,2,1,1,1,0,0
4,Kiko Femenía,21,es ESP,CM,34.0,0,0,0.1,0.1,0.0,1,1,0,0,2,1,0,0,0
5,Étienne Capoue,29,fr FRA,CM,90.0,0,0,0.1,0.1,0.0,3,0,2,0,1,2,4,1,0
6,Abdoulaye Doucouré,16,fr FRA,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,2,0,0,3,0,0
7,Gerard Deulofeu,7,es ESP,CM,63.0,0,0,0.1,0.1,0.1,1,0,1,2,4,1,2,0,0
8,André Carrillo,28,pe PER,CM,27.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
9,José Holebas,25,gr GRE,LB,90.0,0,0,0.0,0.0,0.1,2,0,1,1,3,2,1,0,0
10,Adrian Mariappa,6,jm JAM,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
11,Sebastian Prödl,5,at AUT,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,1,0,1,2,0,0
12,Daryl Janmaat,2,nl NED,RB,90.0,0,0,0.0,0.0,0.0,1,1,0,0,1,1,1,1,0
13,Orestis Karnezis,30,gr GRE,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Oumar Niasse,19,sn SEN,FW,57.0,0,0,0.0,0.0,0.0,0,0,2,1,1,0,0,0,0
1,Cenk Tosun,14,tr TUR,FW,33.0,0,0,0.4,0.4,0.0,1,1,1,1,0,1,0,0,0
2,Gylfi Sigurðsson,18,is ISL,LW,82.0,0,0,0.0,0.0,0.0,1,1,0,0,8,0,0,0,0
3,Yannick Bolasie,7,cd COD,LW,8.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
4,Theo Walcott,11,eng ENG,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,3,5,1,1,0,0
5,Wayne Rooney,10,eng ENG,CM,82.0,0,0,0.1,0.1,0.0,1,0,0,0,2,1,2,0,0
6,Dominic Calvert-Lewin,29,eng ENG,AM,8.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Tom Davies,26,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0
8,Idrissa Gana Gueye,17,sn SEN,DM,90.0,0,0,0.0,0.0,0.2,0,0,3,3,1,5,3,1,0
9,Cuco Martina,15,cw CUW,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,4,0,0
10,Michael Keane,4,eng ENG,CB,90.0,0,0,0.2,0.2,0.0,1,0,0,0,0,0,1,0,0
11,Ashley Williams,5,wal WAL,CB,90.0,0,0,0.0,0.0,0.0,2,0,0,0,0,1,2,0,0
12,Jonjoe Kenny,43,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,4,1,0,0,0
13,Jordan Pickford,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
0,Alexander Sørloth,9,no NOR,LW,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0
1,Christian Benteke,17,be BEL,RW,90.0,0,0,0.0,0.0,0.0,0,0,4,1,0,1,1,0,0
2,Andros Townsend,10,eng ENG,AM,87.0,0,0,0.0,0.0,0.1,1,1,0,2,3,0,2,0,0
3,Lee Chung-yong,14,kr KOR,AM,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
4,Jaïro Riedewald,44,nl NED,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,5,0,0
5,Luka Milivojević,4,rs SRB,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,3,1,8,0,0
6,James McArthur,18,sco SCO,CM,90.0,0,0,0.1,0.1,0.0,1,0,2,1,0,3,1,0,0
7,Patrick van Aanholt,3,nl NED,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,3,0,4,0,0
8,James Tomkins,5,eng ENG,CB,85.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0
9,Damien Delaney,27,ie IRL,CB,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Timothy Fosu-Mensah,24,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,2,0,0
11,Aaron Wan-Bissaka,29,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,3,4,0,0
12,Wayne Hennessey,13,wal WAL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Harry Kane,10,eng ENG,FW,90.0,1,0,1.0,1.0,0.0,6,2,0,0,0,0,1,0,0
1,Érik Lamela,11,ar ARG,AM,66.0,0,0,0.0,0.0,0.0,0,0,1,0,4,0,0,0,0
2,Lucas Moura,27,br BRA,AM,24.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
3,Dele Alli,20,eng ENG,AM,90.0,0,0,0.1,0.1,0.0,1,0,0,2,0,2,0,0,0
4,Christian Eriksen,23,dk DEN,AM,90.0,0,1,0.3,0.3,0.4,4,0,0,0,11,0,1,0,0
5,Mousa Dembélé,19,be BEL,DM,80.0,0,0,0.0,0.0,0.0,0,0,2,3,0,0,0,1,0
6,Son Heung-min,7,kr KOR,LW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
7,Victor Wanyama,12,ke KEN,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,2,1,2,0,0,0
8,Ben Davies,33,wal WAL,LB,90.0,0,0,0.1,0.1,0.0,1,1,0,0,5,0,0,0,0
9,Eric Dier,15,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
10,Davinson Sánchez,6,co COL,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
11,Serge Aurier,24,ci CIV,RB,90.0,0,0,0.0,0.0,0.0,1,1,0,1,6,1,3,0,0
12,Hugo Lloris,1,fr FRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Romelu Lukaku,9,be BEL,FW,90.0,1,1,0.7,0.7,0.3,5,2,1,0,1,0,0,0,0
1,Anthony Martial,11,fr FRA,LW,64.0,0,1,0.0,0.0,0.5,1,0,1,0,1,1,0,0,0
2,Jesse Lingard,14,eng ENG,LW,26.0,1,0,0.3,0.3,0.1,1,1,0,1,2,1,0,0,0
3,Alexis Sánchez,7,cl CHI,RW,81.0,0,0,0.2,0.2,0.1,2,1,0,0,4,1,1,0,0
4,Eric Bailly,3,ci CIV,CB,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Paul Pogba,6,fr FRA,CM,90.0,0,0,0.1,0.1,0.0,1,0,3,5,2,2,2,0,0
6,Scott McTominay,39,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,4,2,0,0
7,Nemanja Matić,31,rs SRB,DM,90.0,0,0,0.0,0.0,0.1,0,0,3,1,0,5,4,1,0
8,Ashley Young,18,eng ENG,LB,90.0,0,0,0.0,0.0,0.1,0,0,2,1,4,0,1,0,0
9,Victor Lindelöf,2,se SWE,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,3,0,0
10,Chris Smalling,12,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,5,0,0
11,Antonio Valencia,25,ec ECU,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,2,4,1,0,1,0
12,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Álvaro Morata,9,es ESP,FW,90.0,0,0,0.7,0.7,0.0,3,1,3,1,0,0,0,1,0
1,Eden Hazard,10,be BEL,AM,73.0,0,1,0.1,0.1,0.2,1,1,0,3,1,0,0,0,0
2,Pedro,11,es ESP,CM,17.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
3,Willian,22,br BRA,AM,90.0,1,0,0.4,0.4,0.1,4,3,1,5,5,1,0,0,0
4,Marcos Alonso,3,es ESP,CM,90.0,0,0,0.1,0.1,0.0,3,0,2,0,2,1,0,0,0
5,Danny Drinkwater,6,eng ENG,CM,81.0,0,0,0.0,0.0,0.0,1,1,2,1,0,3,2,0,0
6,Cesc Fàbregas,4,es ESP,CM,9.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0
7,N'Golo Kanté,7,fr FRA,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,2,1,0
8,Victor Moses,15,ng NGA,CM,78.0,0,0,0.0,0.0,0.0,1,1,1,1,3,2,0,0,0
9,Olivier Giroud,18,fr FRA,FW,12.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0
10,Antonio Rüdiger,2,de GER,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
11,Andreas Christensen,27,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0
12,César Azpilicueta,28,es ESP,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,2,0,0
13,Thibaut Courtois,13,be BEL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Pierre-Emerick Aubameyang,14,ga GAB,FW,90.0,0,0,0.9,0.1,0.1,1,0,0,0,2,0,0,0,0
1,Danny Welbeck,23,eng ENG,LW,90.0,0,0,0.1,0.1,0.0,1,0,1,3,0,0,3,0,0
2,Henrikh Mkhitaryan,7,am ARM,RW,90.0,0,0,0.1,0.1,0.2,2,1,1,2,3,2,1,0,0
3,Mesut Özil,11,de GER,AM,90.0,0,0,0.1,0.1,0.0,1,0,1,1,2,0,0,0,0
4,Aaron Ramsey,8,wal WAL,DM,90.0,0,0,0.3,0.3,0.1,2,1,3,3,2,2,1,0,0
5,Granit Xhaka,29,ch SUI,DM,90.0,0,0,0.0,0.0,0.0,2,2,2,2,1,5,1,0,0
6,Sead Kolašinac,31,ba BIH,LB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,1,3,4,1,0
7,Laurent Koscielny,6,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,2,0,0
8,Shkodran Mustafi,20,de GER,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,0
9,Héctor Bellerín,24,es ESP,RB,90.0,0,0,0.0,0.0,0.2,0,0,0,0,3,2,1,0,0
10,Petr Čech,33,cz CZE,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Leroy Sané,19,de GER,FW,90.0,1,1,0.3,0.3,0.1,1,1,1,0,0,0,0,0,0
1,Sergio Agüero,10,ar ARG,FW,82.0,0,1,0.7,0.7,0.4,4,2,1,1,0,0,1,0,0
2,Yaya Touré,42,ci CIV,DM,8.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Bernardo Silva,20,pt POR,FW,90.0,1,0,0.1,0.1,0.0,1,1,1,5,1,0,3,0,0
4,David Silva,21,es ESP,AM,87.0,1,0,0.4,0.4,0.0,1,1,1,2,1,0,0,0,0
5,Gabriel Jesus,33,br BRA,FW,3.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0
6,Kevin De Bruyne,17,be BEL,CM,90.0,0,0,0.0,0.0,0.6,1,0,0,1,0,2,5,0,0
7,İlkay Gündoğan,8,de GER,DM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,0,1,4,0,0
8,Danilo,3,br BRA,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,Nicolás Otamendi,30,ar ARG,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,3,1,0
10,Vincent Kompany,4,be BEL,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,2,0,0
11,Kyle Walker,2,eng ENG,RB,72.0,0,1,0.0,0.0,0.3,0,0,0,1,1,1,2,0,0
12,Oleksandr Zinchenko,35,ua UKR,LB,18.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,0,0,0
13,Ederson,31,br BRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Ashley Barnes,10,at AUT,FW,90.0,1,0,0.5,0.5,0.2,5,4,1,2,1,0,0,0,0
1,Jóhann Berg Guðmundsson,17,is ISL,LW,90.0,0,1,0.2,0.2,0.4,5,1,1,0,18,0,0,0,0
2,Aaron Lennon,25,eng ENG,RW,90.0,0,0,0.1,0.1,0.0,2,1,0,1,6,1,0,0,0
3,Jeff Hendrick,13,ie IRL,AM,45.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,0,0
4,Chris Wood,11,nz NZL,AM,45.0,1,0,0.6,0.6,0.0,4,2,0,0,0,0,0,0,0
5,Jack Cork,4,eng ENG,DM,90.0,0,0,0.1,0.1,0.0,1,0,0,1,2,1,0,0,0
6,Ashley Westwood,18,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,1,0,3,1,2,1,2,1,0
7,Stephen Ward,23,ie IRL,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,3,0,0,1,0,0
8,Ben Mee,6,eng ENG,CB,90.0,0,0,0.1,0.1,0.0,2,1,0,1,0,1,0,0,0
9,James Tarkowski,5,eng ENG,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,0,0,2,3,0,0
10,Matthew Lowton,2,eng ENG,RB,90.0,0,1,0.0,0.0,0.5,0,0,1,2,4,1,3,0,0
11,Nick Pope,29,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Cenk Tosun,14,tr TUR,FW,68.0,1,0,0.2,0.2,0.3,3,2,1,1,0,2,0,0,0
1,Oumar Niasse,19,sn SEN,FW,22.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0
2,Dominic Calvert-Lewin,29,eng ENG,LW,90.0,0,0,0.0,0.0,0.1,0,0,3,1,4,0,1,1,0
3,Theo Walcott,11,eng ENG,RW,90.0,0,0,0.6,0.6,0.1,3,2,1,1,6,0,0,0,0
4,Gylfi Sigurðsson,18,is ISL,CM,83.0,0,0,0.1,0.1,0.3,1,0,1,0,4,1,1,0,0
5,Yannick Bolasie,7,cd COD,CM,7.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,0,0,0
6,Idrissa Gana Gueye,17,sn SEN,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,2,1,0,0
7,Tom Davies,26,eng ENG,CM,59.0,0,0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0
8,Wayne Rooney,10,eng ENG,CM,31.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0
9,Cuco Martina,15,cw CUW,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,2,1,1,0,0
10,Michael Keane,4,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,2,0,0
11,Ashley Williams,5,wal WAL,CB,85.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1
12,Séamus Coleman,23,ie IRL,RB,90.0,0,1,0.0,0.0,0.2,0,0,0,1,0,1,6,0,0
13,Jordan Pickford,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Troy Deeney,9,eng ENG,FW,90.0,1,0,0.5,0.5,0.0,1,1,2,2,1,0,1,0,0
1,Richarlison,11,br BRA,LW,54.0,0,0,0.2,0.2,0.0,2,0,0,2,1,0,1,0,0
2,Stefano Okaka,33,it ITA,FW,36.0,0,0,0.2,0.2,0.0,1,0,0,0,0,0,0,0,0
3,André Carrillo,28,pe PER,RW,66.0,0,0,0.1,0.1,0.0,3,0,0,0,4,0,0,0,0
4,Will Hughes,19,eng ENG,CM,24.0,0,1,0.1,0.1,0.5,1,1,0,3,0,1,0,0,0
5,Roberto Pereyra,37,ar ARG,AM,90.0,0,0,0.1,0.1,0.3,2,0,2,0,1,0,1,0,0
6,Étienne Capoue,29,fr FRA,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,1,0
7,Abdoulaye Doucouré,16,fr FRA,CM,90.0,0,0,0.0,0.0,0.1,1,0,1,0,0,1,0,0,0
8,José Holebas,25,gr GRE,LB,90.0,0,0,0.0,0.0,0.3,1,0,2,0,9,0,5,0,0
9,Miguel Britos,3,uy URU,LB,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Adrian Mariappa,6,jm JAM,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,1,1,0
11,Sebastian Prödl,5,at AUT,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,3,0,0
12,Daryl Janmaat,2,nl NED,RB,90.0,0,0,0.3,0.3,0.0,2,1,0,1,1,0,1,0,0
13,Orestis Karnezis,30,gr GRE,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Salomón Rondón,9,ve VEN,FW,90.0,0,0,0.6,0.6,0.0,5,2,0,4,0,1,3,0,0
1,Jay Rodriguez,19,eng ENG,LW,87.0,0,0,0.2,0.2,0.0,2,0,1,0,1,1,1,0,0
2,Oliver Burke,17,sco SCO,LW,3.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
3,Matt Phillips,10,sco SCO,RW,90.0,0,0,0.0,0.0,0.5,0,0,2,0,10,1,3,0,0
4,Chris Brunt,11,nir NIR,CM,90.0,0,0,0.0,0.0,0.0,1,0,2,0,9,2,1,0,0
5,Grzegorz Krychowiak,20,pl POL,CM,81.0,0,0,0.1,0.1,0.0,1,0,0,2,2,1,1,0,0
6,James McClean,14,ie IRL,CM,9.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0
7,Jake Livermore,8,eng ENG,DM,87.0,0,0,0.0,0.0,0.0,0,0,2,0,0,3,1,0,0
8,Sam Field,28,eng ENG,DM,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,Kieran Gibbs,3,eng ENG,LB,90.0,0,0,0.0,0.0,0.3,0,0,0,0,2,0,2,0,0
10,Jonny Evans,6,nir NIR,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,1,1,0,2,0,0
11,Ahmed Hegazi,26,eg EGY,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,1,1,1,0,0
12,Craig Dawson,25,eng ENG,RB,90.0,0,0,0.0,0.0,0.1,0,0,1,2,4,3,3,0,0
13,Ben Foster,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Marc Albrighton,11,eng ENG,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,16,1,3,0,0
1,Jamie Vardy,9,eng ENG,FW,90.0,0,0,0.4,0.4,0.0,4,0,1,1,6,0,1,0,0
2,Riyad Mahrez,26,dz ALG,FW,90.0,1,0,0.6,0.6,0.2,4,3,0,2,10,3,1,0,0
3,Adrien Silva,14,pt POR,CM,59.0,0,0,0.0,0.0,0.0,1,0,1,2,0,0,1,1,0
4,Kelechi Iheanacho,8,ng NGA,CM,31.0,0,0,0.5,0.5,0.0,1,0,1,1,0,1,0,0,0
5,Wilfred Ndidi,25,ng NGA,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,4,0,0
6,Matty James,22,eng ENG,CM,90.0,0,0,0.2,0.2,0.0,1,1,2,0,0,0,3,0,0
