Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,position_group,Premier League
Jay Rodriguez,FW,90.0,0,0,1.0,1.0,0.0,5,2,1,1,0,0,1,0,0,Forward,PL
Craig Dawson,LB,90.0,0,0,0.0,0.0,0.0,0,0,4,0,0,0,1,1,0,Defender,PL
Jonny Evans,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,1,0,Defender,PL
Aaron Mooy,DM,61.0,0,0,0.0,0.0,0.1,1,0,0,0,6,4,3,0,0,Midfield,PL
Philip Billing,DM,29.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,Midfield,PL
Harry Kane,FW,87.0,2,0,1.0,1.0,0.0,7,3,0,1,2,1,0,0,0,Forward,PL
Son Heung-min,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Dele Alli,LW,90.0,0,0,0.6,0.6,0.2,3,0,1,1,0,2,2,1,0,Forward,PL
Christian Eriksen,RW,75.0,0,0,0.0,0.0,0.7,1,1,0,1,4,0,1,0,0,Forward,PL
Moussa Sissoko,RW,15.0,1,0,0.4,0.4,0.0,2,2,0,0,0,0,0,0,0,Forward,PL
Eric Dier,CM,90.0,0,0,0.1,0.1,0.2,2,0,0,0,0,2,2,0,0,Midfield,PL
Harry Winks,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,1,1,0,1,0,0,Midfield,PL
Ben Davies,WB,90.0,1,1,0.4,0.4,0.3,2,1,0,0,5,1,0,0,0,Defender,PL
Kyle Walker-Peters,WB,8.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Jan Vertonghen,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,0,Defender,PL
Davinson Sánchez,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,1,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Defender,PL
Joshua King,AM,90.0,0,0,0.3,0.3,0.3,3,0,0,4,1,0,0,0,0,Midfield,PL
Jordon Ibe,CM,21.0,0,0,0.0,0.0,0.1,0,0,0,0,0,1,0,0,0,Midfield,PL
Andrew Surman,CM,90.0,0,0,0.1,0.1,0.0,2,1,1,0,1,2,0,0,0,Midfield,PL
Lewis Cook,CM,90.0,0,0,0.1,0.1,0.0,2,0,1,0,1,1,1,0,0,Midfield,PL
Junior Stanislas,CM,88.0,0,0,0.1,0.1,0.0,3,2,0,0,10,2,1,0,0,Midfield,PL
Ryan Fraser,CM,2.0,0,0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0,Midfield,PL
Charlie Daniels,LB,90.0,0,0,0.0,0.0,0.1,1,0,1,1,7,1,0,0,0,Defender,PL
Nathan Aké,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Simon Francis,CB,90.0,0,0,0.0,0.0,0.0,1,0,2,0,1,0,2,0,0,Defender,PL
Adam Smith,RB,90.0,0,0,0.0,0.0,0.1,0,0,0,2,1,0,0,0,0,Defender,PL
Jamie Vardy,FW,90.0,0,0,0.1,0.1,0.0,1,0,0,1,1,0,0,0,0,Forward,PL
Kelechi Iheanacho,FW,21.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Forward,PL
Demarai Gray,CM,90.0,0,0,0.1,0.1,0.0,2,1,0,1,4,1,0,0,0,Midfield,PL
Wilfred Ndidi,CM,90.0,0,0,0.0,0.0,0.0,1,0,3,2,0,3,1,0,0,Midfield,PL
Marc Albrighton,CM,75.0,0,0,0.0,0.0,0.0,0,0,1,2,6,1,0,0,0,Midfield,PL
Riyad Mahrez,CM,15.0,0,0,0.1,0.1,0.0,1,0,1,0,1,0,0,0,0,Midfield,PL
Christian Fuchs,LB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,3,1,3,0,0,Defender,PL
Harry Maguire,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,4,2,0,0,Defender,PL
Wes Morgan,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,Defender,PL
Henrikh Mkhitaryan,AM,66.0,0,0,0.0,0.0,0.2,1,0,0,0,4,1,0,0,0,Midfield,PL
Jesse Lingard,RW,24.0,0,0,0.0,0.0,0.0,1,0,0,1,0,3,0,0,0,Forward,PL
Marcus Rashford,CM,72.0,0,2,0.1,0.1,0.9,2,1,0,1,2,0,1,0,0,Midfield,PL
Anthony Martial,LW,18.0,0,1,0.1,0.1,0.8,2,1,0,2,2,1,1,0,0,Forward,PL
Nemanja Matić,CM,90.0,0,0,0.0,0.0,0.0,1,0,2,1,0,1,1,0,0,Midfield,PL
Juan Mata,CM,77.0,1,0,0.2,0.2,0.1,1,1,0,0,5,0,0,0,0,Midfield,PL
Ashley Young,LB,90.0,0,1,0.0,0.0,0.2,1,1,1,1,3,0,1,0,0,Defender,PL
Phil Jones,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
Jeffrey Schlupp,LW,68.0,0,0,0.1,0.1,0.0,2,0,1,0,2,0,1,0,0,Forward,PL
James McArthur,LW,22.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,Forward,PL
Andros Townsend,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,1,4,2,2,0,0,Forward,PL
Jaïro Riedewald,CM,21.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Midfield,PL
Luka Milivojević,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,2,0,0,Midfield,PL
Patrick van Aanholt,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,Defender,PL
Mamadou Sakho,CB,90.0,0,0,0.2,0.2,0.0,1,0,1,1,0,1,2,0,0,Defender,PL
Joel Ward,RB,90.0,0,0,0.0,0.0,0.2,0,0,2,2,2,2,2,0,0,Defender,PL
Javier Hernández,FW,78.0,0,0,0.0,0.0,0.0,0,0,0,3,1,0,0,0,0,Forward,PL
Andy Carroll,FW,90.0,0,0,0.2,0.2,0.0,6,1,5,1,2,0,0,1,0,Forward,PL
Arthur Masuaku,LW,12.0,0,1,0.0,0.0,0.3,0,0,0,1,2,0,1,0,0,Forward,PL
Michail Antonio,RW,90.0,0,0,0.0,0.0,0.0,1,1,1,1,3,2,0,0,0,Forward,PL
Cheikhou Kouyaté,DM,90.0,0,0,0.0,0.0,0.0,0,0,4,1,0,0,3,1,0,Midfield,PL
Mark Noble,DM,62.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,3,0,0,Midfield,PL
Manuel Lanzini,DM,28.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,Midfield,PL
Aaron Cresswell,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,2,11,2,2,0,0,Defender,PL
Pablo Zabaleta,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,4,4,2,0,0,Defender,PL
Tammy Abraham,FW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,0,0,0,0,0,Forward,PL
Jordan Ayew,AM,90.0,0,0,0.0,0.0,0.0,0,0,3,2,0,2,1,0,0,Midfield,PL
Federico Fernández,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,Defender,PL
Xherdan Shaqiri,AM,87.0,0,1,0.1,0.1,0.5,1,1,0,1,7,0,0,0,0,Midfield,PL
Erik Pieters,CM,90.0,0,0,0.0,0.0,0.2,0,0,1,1,3,0,1,0,0,Midfield,PL
Kurt Zouma,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,Defender,PL
Shane Long,FW,90.0,0,1,0.5,0.5,0.2,4,2,2,2,1,0,1,0,0,Forward,PL
Nathan Redmond,LW,67.0,0,0,0.4,0.4,0.0,2,0,1,0,2,0,0,0,0,Forward,PL
Sofiane Boufal,LW,29.0,0,0,0.0,0.0,0.1,0,0,0,0,3,0,0,0,0,Forward,PL
Oriol Romeu,DM,90.0,0,0,0.0,0.0,0.3,0,0,1,0,3,2,1,1,0,Midfield,PL
Ryan Bertrand,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,5,0,1,0,0,Defender,PL
Virgil van Dijk,CB,90.0,0,0,0.1,0.1,0.0,2,0,1,3,1,1,3,0,0,Defender,PL
Maya Yoshida,CB,90.0,1,0,0.3,0.3,0.0,2,1,0,1,0,1,2,0,0,Defender,PL
Cédric Soares,RB,90.0,0,0,0.1,0.1,0.3,3,0,1,1,4,2,1,0,0,Defender,PL
Jay Rodriguez,AM,90.0,0,0,0.1,0.1,0.0,2,0,2,1,0,0,0,0,0,Midfield,PL
Jonny Evans,CB,90.0,1,0,0.8,0.8,0.0,1,1,1,0,0,0,1,1,0,Defender,PL
Craig Dawson,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,2,2,5,0,0,0,Defender,PL
Richarlison,FW,90.0,1,1,0.5,0.5,0.1,7,2,1,5,3,1,0,0,0,Forward,PL
Troy Deeney,FW,90.0,0,0,0.0,0.0,0.2,0,0,0,0,0,2,0,0,0,Forward,PL
Tom Cleverley,AM,90.0,0,0,0.0,0.0,0.1,0,0,1,2,5,1,1,0,0,Midfield,PL
Andre Gray,AM,15.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,0,0,0,Midfield,PL
Abdoulaye Doucouré,CM,90.0,1,0,0.1,0.1,0.1,1,1,2,0,0,2,1,0,0,Midfield,PL
Étienne Capoue,DM,62.0,0,0,0.1,0.1,0.1,3,0,1,0,1,0,1,0,0,Midfield,PL
Roberto Pereyra,DM,28.0,0,0,0.0,0.0,0.0,1,0,0,1,1,1,0,0,0,Midfield,PL
José Holebas,LB,90.0,0,1,0.0,0.0,0.1,0,0,0,0,11,2,0,0,0,Defender,PL
Christian Kabasele,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,1,0,0,Defender,PL
Adrian Mariappa,CB,90.0,0,0,0.0,0.0,0.1,0,0,3,1,0,1,0,0,0,Defender,PL
Kiko Femenía,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,4,2,1,0,0,Defender,PL
Willian,FW,55.0,0,0,0.0,0.0,0.0,0,0,0,4,1,0,0,0,0,Forward,PL
Pedro,LW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
N'Golo Kanté,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,1,3,2,0,0,Midfield,PL
Michy Batshuayi,FW,17.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Marcos Alonso,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,2,2,3,0,0,Defender,PL
César Azpilicueta,WB,90.0,0,0,0.0,0.0,0.0,1,1,1,1,4,1,2,0,0,Defender,PL
Gary Cahill,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,Defender,PL
Andreas Christensen,CB,90.0,0,0,0.2,0.2,0.0,1,0,0,0,0,0,3,0,0,Defender,PL
Antonio Rüdiger,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,1,1,2,0,0,Defender,PL
Gabriel Jesus,FW,90.0,0,1,0.2,0.2,0.1,3,1,2,1,1,1,0,0,0,Forward,PL
İlkay Gündoğan,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.1,0.1,0.3,2,0,2,2,4,1,1,0,0,Forward,PL
David Silva,CM,76.0,0,0,0.3,0.3,0.0,4,1,0,3,2,2,0,0,0,Midfield,PL
Bernardo Silva,CM,14.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Midfield,PL
Kevin De Bruyne,CM,90.0,1,0,0.1,0.1,0.3,2,2,2,0,10,0,1,0,0,Midfield,PL
Fernandinho,DM,90.0,0,0,0.1,0.1,0.0,3,1,2,0,1,3,0,1,0,Midfield,PL
Fabian Delph,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,3,3,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,1,2,1,0,Defender,PL
John Stones,CB,90.0,0,0,0.0,0.0,0.0,2,1,1,0,0,1,2,0,0,Defender,PL
Kyle Walker,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Alexandre Lacazette,FW,71.0,0,0,0.4,0.4,0.2,4,1,2,2,0,0,0,0,0,Forward,PL
Olivier Giroud,FW,19.0,0,0,0.1,0.1,0.0,1,0,1,0,0,1,0,0,0,Forward,PL
Alex Iwobi,AM,71.0,1,0,0.4,0.4,0.1,3,3,0,0,0,2,1,0,0,Midfield,PL
Theo Walcott,AM,19.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,1,0,0,Midfield,PL
Sead Kolašinac,CM,90.0,0,0,0.0,0.0,0.5,1,0,1,0,1,1,1,0,0,Midfield,PL
Granit Xhaka,CM,83.0,0,0,0.1,0.1,0.0,3,0,1,0,6,0,1,0,0,Midfield,PL
Héctor Bellerín,CM,90.0,0,0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0,Midfield,PL
Nacho Monreal,CB,90.0,1,0,0.1,0.1,0.0,1,1,0,0,0,0,1,0,0,Defender,PL
Shkodran Mustafi,CB,90.0,0,0,0.2,0.2,0.0,1,0,1,0,0,0,2,0,0,Defender,PL
Rob Holding,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Defender,PL
Glenn Murray,FW,14.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,Forward,PL
Solly March,RW,72.0,0,0,0.0,0.0,0.0,1,0,0,0,5,0,2,0,0,Forward,PL
Ezequiel Schelotto,RW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,Forward,PL
Pascal Groß,CM,90.0,0,0,0.0,0.0,0.2,0,0,0,1,6,0,1,1,0,Midfield,PL
Davy Pröpper,CM,90.0,0,0,0.1,0.1,0.0,2,0,1,2,0,1,3,0,0,Midfield,PL
Dale Stephens,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,3,2,0,0,Midfield,PL
Gaëtan Bong,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Lewis Dunk,CB,90.0,0,0,0.4,0.4,0.0,2,1,3,2,0,0,5,0,0,Defender,PL
Shane Duffy,CB,90.0,0,0,0.0,0.0,0.0,2,0,1,1,0,0,0,1,0,Defender,PL
Oumar Niasse,FW,82.0,0,0,0.3,0.3,0.0,4,1,3,0,2,0,0,0,0,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.1,0.1,0.1,3,2,4,0,0,0,0,1,0,Forward,PL
Gylfi Sigurðsson,LW,90.0,0,0,0.3,0.3,0.4,3,1,0,0,10,0,0,0,0,Forward,PL
Tom Davies,RW,21.0,0,0,0.1,0.1,0.0,2,0,1,0,1,0,0,0,0,Forward,PL
Morgan Schneiderlin,DM,63.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,Midfield,PL
Leighton Baines,LB,90.0,0,0,0.0,0.0,0.4,0,0,1,1,7,0,0,1,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.2,0.2,0.0,1,0,1,1,1,1,3,0,0,Defender,PL
Chris Wood,FW,90.0,0,0,0.0,0.0,0.0,1,1,2,2,1,0,0,0,0,Forward,PL
Jeff Hendrick,FW,88.0,1,0,0.2,0.2,0.0,1,1,2,1,1,0,0,0,0,Forward,PL
Ashley Barnes,FW,2.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,Forward,PL
Robbie Brady,RW,90.0,0,0,0.0,0.0,0.0,1,0,1,1,7,1,0,0,0,Forward,PL
Jack Cork,DM,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,3,1,0,0,Midfield,PL
Ben Mee,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0,Defender,PL
Matthew Lowton,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,4,0,0,Defender,PL
Dwight Gayle,FW,11.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,Forward,PL
Christian Atsu,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,Midfield,PL
Ayoze Pérez,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,2,1,0,0,1,0,Midfield,PL
Matt Ritchie,CM,90.0,0,0,0.0,0.0,0.1,1,1,1,0,6,1,1,0,0,Midfield,PL
Isaac Hayden,DM,16.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,Midfield,PL
Jonjo Shelvey,DM,90.0,0,0,0.1,0.1,0.0,3,1,0,0,1,0,1,0,0,Midfield,PL
Javier Manquillo,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,Defender,PL
Ciaran Clark,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,2,0,0,Defender,PL
DeAndre Yedlin,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,3,0,0,Defender,PL
Roberto Firmino,FW,16.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,Forward,PL
Sadio Mané,LW,74.0,0,0,0.2,0.2,0.0,2,0,0,3,2,2,0,0,0,Forward,PL
Dominic Solanke,LW,16.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,Forward,PL
Mohamed Salah,RW,84.0,0,0,0.3,0.3,0.1,1,0,0,1,4,0,1,0,0,Forward,PL
Alex Oxlade-Chamberlain,RW,6.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,Forward,PL
Georginio Wijnaldum,CM,90.0,0,0,0.2,0.2,0.0,2,0,0,1,0,0,2,0,0,Midfield,PL
Jordan Henderson,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,Midfield,PL
Dejan Lovren,CB,90.0,0,0,0.4,0.4,0.0,1,0,1,1,0,0,1,0,0,Defender,PL
Joël Matip,CB,90.0,0,0,0.0,0.0,0.4,0,0,0,0,0,0,3,0,0,Defender,PL
Joe Gomez,RB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,6,0,3,1,0,Defender,PL
Roberto Firmino,FW,87.0,0,0,0.1,0.1,0.6,3,1,1,1,5,2,0,0,0,Forward,PL
Dominic Solanke,AM,3.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Midfield,PL
Mohamed Salah,AM,78.0,0,0,0.3,0.3,0.1,4,1,1,0,3,0,0,0,0,Midfield,PL
Alex Oxlade-Chamberlain,AM,12.0,0,0,0.0,0.0,0.1,0,0,0,0,7,0,0,0,0,Midfield,PL
Jordan Henderson,CM,90.0,0,0,0.0,0.0,0.1,0,0,0,0,1,2,1,0,0,Midfield,PL
Georginio Wijnaldum,CM,90.0,0,0,0.4,0.4,0.0,3,2,3,0,0,1,0,0,0,Midfield,PL
Dejan Lovren,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,0,1,1,0,0,Defender,PL
Joël Matip,CB,90.0,0,0,0.3,0.3,0.0,3,1,1,0,0,1,0,0,0,Defender,PL
Joe Gomez,RB,90.0,0,0,0.0,0.0,0.5,1,0,0,2,1,4,3,0,0,Defender,PL
Henrikh Mkhitaryan,AM,63.0,0,0,0.0,0.0,0.0,1,0,0,0,3,0,2,0,0,Midfield,PL
Jesse Lingard,AM,27.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Anthony Martial,CM,65.0,0,0,0.0,0.0,0.3,1,0,0,2,3,0,1,0,0,Midfield,PL
Marcus Rashford,CM,25.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Midfield,PL
Ashley Young,CM,90.0,0,0,0.0,0.0,0.0,1,0,4,0,5,0,1,1,0,Midfield,PL
Nemanja Matić,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,3,1,0,0,Midfield,PL
Phil Jones,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,4,0,0,Defender,PL
Gabriel Jesus,FW,63.0,2,0,0.9,0.9,0.0,2,2,0,0,0,0,0,0,0,Forward,PL
Bernardo Silva,FW,27.0,1,0,0.3,0.3,0.0,1,1,0,0,1,0,0,0,0,Forward,PL
Raheem Sterling,RW,90.0,1,2,0.8,0.8,0.5,3,1,1,2,2,0,1,0,0,Forward,PL
David Silva,CM,90.0,1,0,0.3,0.3,0.1,5,2,0,0,4,0,1,0,0,Midfield,PL
Kevin De Bruyne,CM,66.0,0,2,0.1,0.1,0.4,2,2,1,0,3,0,2,0,0,Midfield,PL
İlkay Gündoğan,CM,24.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Midfield,PL
Fernandinho,DM,73.0,1,0,0.0,0.0,0.0,1,1,0,1,0,2,1,0,0,Midfield,PL
Fabian Delph,LB,90.0,0,1,0.0,0.0,0.1,1,1,1,1,1,1,1,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,0,0,0.1,0.1,0.1,2,0,0,1,0,0,0,0,0,Defender,PL
John Stones,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,4,1,0,0,Defender,PL
Kyle Walker,RB,90.0,0,1,0.0,0.0,0.5,0,0,1,0,1,1,1,0,0,Defender,PL
Xherdan Shaqiri,AM,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,Midfield,PL
Erik Pieters,LB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,1,2,0,0,Defender,PL
Kurt Zouma,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,5,0,0,Defender,PL
Tammy Abraham,FW,90.0,2,0,1.4,1.4,0.0,3,3,1,0,1,0,0,0,0,Forward,PL
Jordan Ayew,LW,90.0,0,1,0.3,0.3,0.0,3,1,4,2,1,1,1,0,0,Forward,PL
Ki Sung-yueng,CM,17.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,Midfield,PL
Federico Fernández,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,4,0,0,Defender,PL
Philip Billing,DM,60.0,0,0,0.0,0.0,0.1,0,0,1,0,2,1,0,0,0,Midfield,PL
Aaron Mooy,DM,45.0,0,0,0.0,0.0,0.0,0,0,1,1,4,0,1,0,0,Midfield,PL
Wilfried Zaha,FW,90.0,1,0,0.5,0.5,0.2,3,2,1,0,0,1,0,0,0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.1,0.1,0.2,4,1,0,3,6,1,1,0,0,Forward,PL
Jeffrey Schlupp,CM,75.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,Midfield,PL
Luka Milivojević,CM,90.0,0,0,0.0,0.0,0.0,1,1,2,1,0,3,1,1,0,Midfield,PL
Jaïro Riedewald,CM,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
James McArthur,CM,85.0,0,0,0.0,0.0,0.0,0,0,1,0,1,2,0,0,0,Midfield,PL
Patrick van Aanholt,LB,90.0,0,0,0.5,0.5,0.0,2,0,0,0,0,2,2,0,0,Defender,PL
Mamadou Sakho,CB,90.0,0,1,0.0,0.0,0.3,0,0,0,0,0,1,3,0,0,Defender,PL
Scott Dann,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,Defender,PL
Joel Ward,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,1,1,0,0,Defender,PL
Michy Batshuayi,FW,57.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,Forward,PL
Pedro,LW,33.0,0,0,0.1,0.1,0.0,2,2,1,1,1,0,0,0,0,Forward,PL
Willian,RW,65.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,Forward,PL
Marcos Alonso,CM,90.0,0,0,0.2,0.2,0.0,3,1,0,0,4,1,4,0,0,Midfield,PL
Gary Cahill,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
David Luiz,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0,Defender,PL
César Azpilicueta,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,1,0,0,Defender,PL
Chris Wood,FW,90.0,1,0,0.3,0.3,0.1,2,2,3,2,0,0,0,1,0,Forward,PL
Jóhann Berg Guðmundsson,RW,45.0,0,1,0.1,0.1,0.2,3,0,1,0,4,0,0,0,0,Forward,PL
Jeff Hendrick,FW,45.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,Forward,PL
Robbie Brady,RW,90.0,0,0,0.1,0.1,0.2,3,1,0,2,9,1,0,0,0,Forward,PL
Jack Cork,DM,90.0,0,0,0.2,0.2,0.0,3,0,0,1,0,0,0,0,0,Midfield,PL
Ashley Barnes,LB,9.0,0,0,0.0,0.0,0.1,0,0,1,0,2,0,0,0,0,Defender,PL
Ben Mee,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,2,0,1,1,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.0,0.0,0.1,1,0,0,2,0,2,2,0,0,Defender,PL
Matthew Lowton,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,Defender,PL
Andy Carroll,FW,26.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,1,Forward,PL
Javier Hernández,FW,75.0,0,0,0.0,0.0,0.3,0,0,0,2,1,0,1,0,0,Forward,PL
Michail Antonio,RW,90.0,1,0,1.0,1.0,0.0,4,4,3,1,3,0,1,0,0,Forward,PL
Cheikhou Kouyaté,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,2,0,1,1,0,0,Midfield,PL
Manuel Lanzini,CM,88.0,0,0,0.1,0.1,0.1,2,1,1,1,3,0,2,0,0,Midfield,PL
Arthur Masuaku,LW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Aaron Cresswell,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,Defender,PL
Pablo Zabaleta,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0,Defender,PL
Harry Kane,FW,85.0,0,0,0.7,0.7,0.0,6,3,1,1,0,1,0,0,0,Forward,PL
Son Heung-min,AM,75.0,0,0,0.0,0.0,0.1,1,0,2,1,0,0,0,0,0,Midfield,PL
Moussa Sissoko,AM,15.0,0,0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,0,Midfield,PL
Dele Alli,AM,90.0,0,0,0.8,0.8,0.2,3,0,2,1,1,0,0,0,0,Midfield,PL
Christian Eriksen,AM,90.0,1,0,0.3,0.3,0.6,4,3,0,0,8,0,0,0,0,Midfield,PL
Harry Winks,CM,90.0,0,0,0.0,0.0,0.2,1,0,1,0,2,2,0,0,0,Midfield,PL
Eric Dier,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,1,2,1,0,0,0,Midfield,PL
Jan Vertonghen,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,5,1,3,1,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.2,0.2,0.0,1,0,0,0,0,0,1,0,0,Defender,PL
Davinson Sánchez,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,Defender,PL
